"station"	"date"	"layer"	"chla..Data.values"	"chla..Data.value2"	"chla.remark.codes"	"chla.value.codes"	"chla.reporting.level"	"chla.reporting.method"	"chla.reporting.units"	"chla.analyte.method"	"chla.analyte.name"	"chla.unique.code"
"LE1.2"	2002-05-28	"B"	  7.1800000	  7.1800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-05-28	"S"	  5.0800000	  5.0800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-06-10	"B"	  5.1500000	  5.1500000	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-06-10	"S"	  7.1400000	  7.1400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-06-24	"B"	  2.9900000	  2.9900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-06-24	"S"	 10.6500000	 10.6500000	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-07-09	"B"	  4.4900000	  4.4900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-07-09	"S"	 13.1600000	 13.1600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-07-25	"B"	  1.2000000	  1.2000000	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-07-25	"S"	 18.8400000	 18.8400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-08-08	"B"	  3.8900000	  3.8900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-08-08	"S"	 12.2600000	 12.2600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-08-22	"B"	  2.9900000	  2.9900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-08-22	"S"	  7.2300000	  7.2300000	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-09-09	"B"	  4.8600000	  4.8600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-09-09	"S"	 10.4700000	 10.4700000	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-09-23	"B"	  1.6800000	  1.6800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-09-23	"S"	  7.1000000	  7.1000000	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-10-08	"B"	  4.6700000	  4.6700000	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-10-08	"S"	  7.4800000	  7.4800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-10-24	"B"	  3.9200000	  3.9200000	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-10-24	"S"	 14.3900000	 14.3900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-11-07	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-11-07	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-12-09	"B"	 27.2100000	 27.2100000	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-12-09	"S"	 27.5100000	 27.5100000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-01-06	"B"	 32.7100000	 32.7100000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-01-06	"S"	 30.8400000	 30.8400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-02-06	"B"	 16.1100000	 16.1100000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-02-06	"S"	 13.7900000	 13.7900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-03-06	"B"	 18.9900000	 18.9900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-03-06	"S"	  8.8200000	  8.8200000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-03-20	"B"	 48.7400000	 48.7400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-03-20	"S"	 13.4600000	 13.4600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-04-17	"B"	 43.6600000	 43.6600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-04-17	"S"	 43.6600000	 43.6600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-04-30	"B"	 52.3300000	 52.3300000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-04-30	"S"	 63.4000000	 63.4000000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-05-15	"B"	 11.0600000	 11.0600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-05-15	"S"	 79.9900000	 79.9900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-05-29	"B"	  9.7200000	  9.7200000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-05-29	"S"	 41.1200000	 41.1200000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-06-12	"B"	  1.7900000	  1.7900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-06-12	"S"	 66.2900000	 66.2900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-06-26	"B"	  5.0800000	  5.0800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-06-26	"S"	 50.4600000	 50.4600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-07-14	"B"	  1.7900000	  1.7900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-07-14	"S"	 51.2100000	 51.2100000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-07-28	"B"	  1.0700000	  1.0700000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-07-28	"S"	 23.2800000	 23.2800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-08-12	"B"	  2.3900000	  2.3900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-08-12	"S"	 16.1500000	 16.1500000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-08-28	"B"	  0.9000000	  0.9000000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-08-28	"S"	  6.2800000	  6.2800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-09-11	"B"	  4.4900000	  4.4900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-09-11	"S"	 21.8300000	 21.8300000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-09-25	"B"	  2.1600000	  2.1600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-09-25	"S"	  8.1400000	  8.1400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-10-14	"B"	  8.9700000	  8.9700000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-10-14	"S"	 14.3500000	 14.3500000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-10-29	"B"	  5.9800000	  5.9800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-10-29	"S"	  8.8100000	  8.8100000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-11-20	"B"	  7.6600000	  7.6600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-11-20	"S"	 13.0800000	 13.0800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-12-11	"B"	 17.1900000	 17.1900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-12-11	"S"	 16.6300000	 16.6300000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-01-08	"B"	 17.9400000	 17.9400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-01-08	"S"	 19.1400000	 19.1400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-02-25	"B"	 17.6900000	 17.6900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-02-25	"S"	 19.1400000	 19.1400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-03-08	"B"	 19.4400000	 19.4400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-03-08	"S"	 12.8600000	 12.8600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-03-22	"B"	  1.8700000	  1.8700000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-03-22	"S"	  2.2400000	  2.2400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-04-05	"B"	  4.1100000	  4.1100000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-04-05	"S"	  4.1100000	  4.1100000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-04-19	"B"	  2.5400000	  2.5400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-04-19	"S"	  8.8200000	  8.8200000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-05-06	"B"	  6.5800000	  6.5800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-05-06	"S"	 11.1300000	 11.1300000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-05-20	"B"	  3.7400000	  3.7400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-05-20	"S"	  9.4200000	  9.4200000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-06-03	"B"	  3.8900000	  3.8900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-06-03	"S"	  8.6700000	  8.6700000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-06-21	"B"	  4.4900000	  4.4900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-06-21	"S"	  7.8500000	  7.8500000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-07-01	"B"	  1.7400000	  1.7400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-07-01	"S"	  5.3800000	  5.3800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-07-15	"B"	  1.2000000	  1.2000000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-07-15	"S"	 20.6300000	 20.6300000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-08-02	"B"	  3.8900000	  3.8900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-08-02	"S"	 25.7200000	 25.7200000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-08-16	"B"	  1.7900000	  1.7900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-08-16	"S"	 13.0800000	 13.0800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-09-01	"B"	  2.3900000	  2.3900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-09-01	"S"	  5.9800000	  5.9800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-09-16	"B"	  5.6100000	  5.6100000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-09-16	"S"	 22.0500000	 22.0500000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-10-04	"B"	  4.6700000	  4.6700000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-10-04	"S"	  8.2200000	  8.2200000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-10-18	"B"	  1.7900000	  1.7900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-10-18	"S"	 11.4000000	 11.4000000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-11-17	"B"	  5.2300000	  5.2300000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-11-17	"S"	 11.2100000	 11.2100000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-12-15	"B"	  6.8100000	  6.8100000	" "	""	NA	""	""	""	""	""
"LE1.2"	2004-12-15	"S"	  7.9700000	  7.9700000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-01-18	"B"	 24.9200000	 24.9200000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-01-18	"S"	 27.2100000	 27.2100000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-02-10	"B"	 12.3900000	 12.3900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-02-10	"S"	  8.3300000	  8.3300000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-03-01	"B"	 13.4600000	 13.4600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-03-01	"S"	  8.2200000	  8.2200000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-03-28	"B"	  2.8400000	  2.8400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-03-28	"S"	  3.7400000	  3.7400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-04-11	"B"	  3.5900000	  3.5900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-04-11	"S"	 17.9400000	 17.9400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-04-25	"B"	  5.9800000	  5.9800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-04-25	"S"	 12.8600000	 12.8600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-05-09	"B"	 15.3800000	 15.3800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-05-09	"S"	 14.7400000	 14.7400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-05-23	"B"	 38.2800000	 38.2800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-05-23	"S"	 50.5400000	 50.5400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-06-02	"B"	  3.1800000	  3.1800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-06-02	"S"	  2.2400000	  2.2400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-06-20	"B"	  1.5000000	  1.5000000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-06-20	"S"	 19.7400000	 19.7400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-07-05	"B"	  1.5000000	  1.5000000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-07-05	"S"	 12.5600000	 12.5600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-07-21	"B"	  1.5000000	  1.5000000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-07-21	"S"	 17.9400000	 17.9400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-08-04	"B"	  1.9200000	  1.9200000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-08-04	"S"	  5.9800000	  5.9800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-08-22	"B"	  3.7400000	  3.7400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-08-22	"S"	 28.4100000	 28.4100000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-09-06	"B"	  2.3500000	  2.3500000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-09-06	"S"	 13.0300000	 13.0300000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-09-19	"B"	  2.9900000	  2.9900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-09-19	"S"	 15.7000000	 15.7000000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-10-06	"B"	  3.2900000	  3.2900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-10-06	"S"	 16.1500000	 16.1500000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-10-24	"B"	  2.0900000	  2.0900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-10-24	"S"	 11.6600000	 11.6600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-11-21	"B"	  5.0500000	  5.0500000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-11-21	"S"	  9.5300000	  9.5300000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-12-19	"B"	  7.6600000	  7.6600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2005-12-19	"S"	 11.4000000	 11.4000000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-01-17	"B"	 20.9300000	 20.9300000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-01-17	"S"	 24.9900000	 24.9900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-02-15	"B"	 56.5200000	 56.5200000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-02-15	"S"	 45.4500000	 45.4500000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-03-02	"B"	 55.3200000	 55.3200000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-03-02	"S"	 58.9500000	 58.9500000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-03-16	"B"	 42.7600000	 42.7600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-03-16	"S"	 68.4800000	 68.4800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-04-13	"B"	 61.3000000	 61.3000000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-04-13	"S"	 25.7200000	 25.7200000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-04-27	"B"	 13.7600000	 13.7600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-04-27	"S"	 16.1500000	 16.1500000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-05-15	"B"	  4.3000000	  4.3000000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-05-15	"S"	  8.2200000	  8.2200000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-05-30	"B"	  1.2000000	  1.2000000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-05-30	"S"	  4.3000000	  4.3000000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-06-12	"B"	  2.9900000	  2.9900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-06-12	"S"	  6.2800000	  6.2800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-06-26	"B"	  1.5000000	  1.5000000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-06-26	"S"	  7.9700000	  7.9700000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-07-10	"B"	  1.3500000	  1.3500000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-07-10	"S"	 16.4500000	 16.4500000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-07-24	"B"	  1.7900000	  1.7900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-07-24	"S"	 32.0000000	 32.0000000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-08-10	"B"	  2.0900000	  2.0900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-08-10	"S"	 13.4600000	 13.4600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-08-24	"B"	  3.2900000	  3.2900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-08-24	"S"	  9.8700000	  9.8700000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-09-11	"B"	  5.1300000	  5.1300000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-09-11	"S"	 18.1600000	 18.1600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-09-25	"B"	  2.9900000	  2.9900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-09-25	"S"	  7.4800000	  7.4800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-10-10	"B"	  2.6900000	  2.6900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-10-10	"S"	 10.1700000	 10.1700000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-10-24	"B"	  5.2300000	  5.2300000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-10-24	"S"	 10.4700000	 10.4700000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-11-08	"B"	  6.1100000	  6.1100000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-11-08	"S"	  9.5700000	  9.5700000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-12-07	"B"	  7.4800000	  7.4800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2006-12-07	"S"	 13.1600000	 13.1600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-01-22	"B"	 12.4100000	 12.4100000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-01-22	"S"	 14.5800000	 14.5800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-02-20	"B"	 12.8600000	 12.8600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-02-20	"S"	  9.2700000	  9.2700000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-03-08	"B"	  9.8700000	  9.8700000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-03-08	"S"	  9.5700000	  9.5700000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-03-21	"B"	 12.7100000	 12.7100000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-03-21	"S"	 11.4000000	 11.4000000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-04-02	"B"	 20.9300000	 20.9300000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-04-02	"S"	 10.3000000	 10.3000000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-04-18	"B"	 25.6300000	 25.6300000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-04-18	"S"	 21.1500000	 21.1500000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-05-01	"B"	 35.8800000	 35.8800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-05-01	"S"	 22.8000000	 22.8000000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-05-17	"B"	 74.7600000	 74.7600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-05-17	"S"	 21.5300000	 21.5300000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-06-14	"B"	  5.3800000	  5.3800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-06-14	"S"	 11.3600000	 11.3600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-06-28	"B"	  3.5900000	  3.5900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-06-28	"S"	 10.7700000	 10.7700000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-07-16	"B"	  3.5900000	  3.5900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-07-16	"S"	 13.7600000	 13.7600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-07-30	"B"	  3.2900000	  3.2900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-07-30	"S"	 20.0400000	 20.0400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-08-13	"B"	  2.9900000	  2.9900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-08-13	"S"	 12.8600000	 12.8600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-08-28	"B"	  3.2000000	  3.2000000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-08-28	"S"	 10.6800000	 10.6800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-09-13	"B"	  4.4900000	  4.4900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-09-13	"S"	 18.7700000	 18.7700000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-09-27	"B"	  2.9900000	  2.9900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-09-27	"S"	 16.2600000	 16.2600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-10-11	"B"	  1.8700000	  1.8700000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-10-11	"S"	  4.9300000	  4.9300000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-10-29	"B"	  1.7900000	  1.7900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-10-29	"S"	  4.3400000	  4.3400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-11-13	"B"	  2.8400000	  2.8400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-11-13	"S"	 10.6200000	 10.6200000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-12-04	"B"	  4.7800000	  4.7800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2007-12-04	"S"	  4.9300000	  4.9300000	" "	""	NA	""	""	""	""	""
"LE1.2"	2008-01-10	"B"	 17.0500000	 17.0500000	" "	""	NA	""	""	""	""	""
"LE1.2"	2008-01-10	"S"	  5.0800000	  5.0800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2008-02-07	"B"	  9.5300000	  9.5300000	" "	""	NA	""	""	""	""	""
"LE1.2"	2008-02-07	"S"	  3.5500000	  3.5500000	" "	""	NA	""	""	""	""	""
"LE1.2"	2008-03-10	"B"	 25.4200000	 25.4200000	" "	""	NA	""	""	""	""	""
"LE1.2"	2008-03-10	"S"	 17.6400000	 17.6400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2008-04-07	"B"	 25.1200000	 25.1200000	" "	""	NA	""	""	""	""	""
"LE1.2"	2008-04-07	"S"	 24.8200000	 24.8200000	" "	""	NA	""	""	""	""	""
"LE1.2"	2008-04-21	"B"	 23.1800000	 23.1800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2008-04-21	"S"	 17.7300000	 17.7300000	" "	""	NA	""	""	""	""	""
"LE1.2"	2008-05-05	"B"	  8.6000000	  8.6000000	" "	""	NA	""	""	""	""	""
"LE1.2"	2008-05-05	"S"	  5.4200000	  5.4200000	" "	""	NA	""	""	""	""	""
"LE1.2"	2008-05-19	"B"	  2.5600000	  2.5600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2008-05-19	"S"	 16.0200000	 16.0200000	" "	""	NA	""	""	""	""	""
"LE1.2"	2008-06-18	"B"	  3.5900000	  3.5900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2008-06-18	"S"	 28.4100000	 28.4100000	" "	""	NA	""	""	""	""	""
"LE1.2"	2008-07-02	"B"	  1.7900000	  1.7900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2008-07-02	"S"	 18.9400000	 18.9400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2008-07-17	"B"	  2.0900000	  2.0900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2008-07-17	"S"	 24.5200000	 24.5200000	" "	""	NA	""	""	""	""	""
"LE1.2"	2008-08-04	"B"	  3.7400000	  3.7400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2008-08-04	"S"	 15.7000000	 15.7000000	" "	""	NA	""	""	""	""	""
"LE1.2"	2008-08-18	"B"	  1.6800000	  1.6800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2008-08-18	"S"	  9.5700000	  9.5700000	" "	""	NA	""	""	""	""	""
"LE1.2"	2008-09-15	"B"	  3.5500000	  3.5500000	" "	""	NA	""	""	""	""	""
"LE1.2"	2008-09-15	"S"	  5.2300000	  5.2300000	" "	""	NA	""	""	""	""	""
"LE1.2"	2008-10-16	"B"	  4.0600000	  4.0600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2008-10-16	"S"	 11.9600000	 11.9600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2008-11-13	"B"	  6.9200000	  6.9200000	" "	""	NA	""	""	""	""	""
"LE1.2"	2008-11-13	"S"	  9.7200000	  9.7200000	" "	""	NA	""	""	""	""	""
"LE1.2"	2008-12-15	"B"	 11.4000000	 11.4000000	" "	""	NA	""	""	""	""	""
"LE1.2"	2008-12-15	"S"	  9.9100000	  9.9100000	" "	""	NA	""	""	""	""	""
"LE1.2"	2009-01-08	"B"	  9.8300000	  9.8300000	" "	""	NA	""	""	""	""	""
"LE1.2"	2009-01-08	"S"	  8.1200000	  8.1200000	" "	""	NA	""	""	""	""	""
"LE1.2"	2009-02-05	"B"	 12.5100000	 12.5100000	" "	""	NA	""	""	""	""	""
"LE1.2"	2009-02-05	"S"	 11.5100000	 11.5100000	" "	""	NA	""	""	""	""	""
"LE1.2"	2009-03-10	"B"	 20.8300000	 20.8300000	" "	""	NA	""	""	""	""	""
"LE1.2"	2009-03-10	"S"	 23.1400000	 23.1400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2009-04-09	"B"	 33.5400000	 33.5400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2009-04-09	"S"	 39.7300000	 39.7300000	" "	""	NA	""	""	""	""	""
"LE1.2"	2009-04-22	"B"	 19.4400000	 19.4400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2009-04-22	"S"	  7.2600000	  7.2600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2009-05-07	"B"	  2.3500000	  2.3500000	" "	""	NA	""	""	""	""	""
"LE1.2"	2009-05-07	"S"	 14.3100000	 14.3100000	" "	""	NA	""	""	""	""	""
"LE1.2"	2009-05-21	"B"	  1.9800000	  1.9800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2009-05-21	"S"	  5.0700000	  5.0700000	" "	""	NA	""	""	""	""	""
